тф |     25 | 0.00379
тх |     35 | 0.00530
тц |      2 | 0.00030
тш |      2 | 0.00030
ть |      3 | 0.00045
ты |      2 | 0.00030
тя |     43 | 0.00651
уа |      3 | 0.00045
уе |      9 | 0.00136
уж |      2 | 0.00030
уз |      1 | 0.00015
уи |      6 | 0.00091
уй |     14 | 0.00212
ук |      3 | 0.00045
ул |      2 | 0.00030
ум |     11 | 0.00167
уп |      4 | 0.00061
ур |      4 | 0.00061
уу |     13 | 0.00197
уф |      3 | 0.00045
ух |      2 | 0.00030
уц |      2 | 0.00030
уч |      2 | 0.00030
уш |      8 | 0.00121
ущ |      2 | 0.00030
уь |      4 | 0.00061
уэ |      7 | 0.00106
ую |     10 | 0.00151
уя |      3 | 0.00045
фа |      6 | 0.00091
фв |      1 | 0.00015
фе |      3 | 0.00045
фж |      5 | 0.00076
фз |     11 | 0.00167
фи |     13 | 0.00197
фй |     16 | 0.00242
фк |     14 | 0.00212
фл |      1 | 0.00015
фм |     15 | 0.00227
фн |      2 | 0.00030
фо |      1 | 0.00015
фп |     17 | 0.00258
фс |      4 | 0.00061
фт |     39 | 0.00591
фу |      6 | 0.00091
фф |     12 | 0.00182
фх |      5 | 0.00076
фц |      6 | 0.00091
фч |     13 | 0.00197
фш |      5 | 0.00076
фщ |      6 | 0.00091
фь |      1 | 0.00015
фы |      6 | 0.00091
фэ |      8 | 0.00121
фю |      1 | 0.00015
фя |      8 | 0.00121
ха |     32 | 0.00485
хб |      5 | 0.00076
хв |      2 | 0.00030
хг |      1 | 0.00015
хд |      9 | 0.00136
хе |      9 | 0.00136
хж |     17 | 0.00258
хз |     31 | 0.00470
хи |     27 | 0.00409
хй |     19 | 0.00288
хк |     17 | 0.00258
хл |     11 | 0.00167
хм |      9 | 0.00136
хн |     11 | 0.00167
хо |      6 | 0.00091
хп |      7 | 0.00106
хр |     13 | 0.00197
хс |     37 | 0.00561
хт |      3 | 0.00045
ху |      7 | 0.00106
хф |     17 | 0.00258
хх |     28 | 0.00424
хц |      6 | 0.00091
хч |      7 | 0.00106
хш |     19 | 0.00288
хщ |     21 | 0.00318
хь |      7 | 0.00106
хы |     36 | 0.00545
хэ |      6 | 0.00091
хю |     16 | 0.00242
хя |     27 | 0.00409
ца |      2 | 0.00030
цж |      7 | 0.00106
ци |     12 | 0.00182
цй |      4 | 0.00061
цк |      3 | 0.00045
цн |      1 | 0.00015
цп |     50 | 0.00757
цр |      6 | 0.00091
цс |      1 | 0.00015
цт |      7 | 0.00106
цу |      3 | 0.00045
цф |      1 | 0.00015
цх |      1 | 0.00015
ць |     23 | 0.00348
цы |      4 | 0.00061
цэ |     13 | 0.00197
цю |     11 | 0.00167
ця |      3 | 0.00045
ча |      1 | 0.00015
чб |      2 | 0.00030
че |     31 | 0.00470
чж |     16 | 0.00242
чз |     24 | 0.00364
чи |      5 | 0.00076
чй |     13 | 0.00197
чк |      4 | 0.00061
чл |      4 | 0.00061
чо |      2 | 0.00030
чп |     35 | 0.00530
чр |      1 | 0.00015
чс |     18 | 0.00273
чт |      3 | 0.00045
чф |      2 | 0.00030
чх |      2 | 0.00030
чц |      3 | 0.00045
чч |      4 | 0.00061
чш |      4 | 0.00061
чщ |      6 | 0.00091
чь |      2 | 0.00030
чы |     22 | 0.00333
чэ |      4 | 0.00061
чю |      2 | 0.00030
чя |      6 | 0.00091
ша |      3 | 0.00045
шв |      1 | 0.00015
шг |      1 | 0.00015
ше |     11 | 0.00167
шж |      5 | 0.00076
шз |     27 | 0.00409
ши |      9 | 0.00136
шй |      3 | 0.00045
шк |      2 | 0.00030
шо |      2 | 0.00030
шп |      2 | 0.00030
шр |     16 | 0.00242
шс |     17 | 0.00258
шу |      1 | 0.00015
шф |      1 | 0.00015
шх |      2 | 0.00030
шц |      1 | 0.00015
шш |      3 | 0.00045
шщ |      7 | 0.00106
шь |      4 | 0.00061
шы |     49 | 0.00742
шэ |      5 | 0.00076
шю |      2 | 0.00030
шя |      1 | 0.00015
ща |      4 | 0.00061
щб |     11 | 0.00167
щв |     10 | 0.00151
щг |      6 | 0.00091
щд |      2 | 0.00030
ще |     21 | 0.00318
щж |      6 | 0.00091
щз |     19 | 0.00288
щи |      5 | 0.00076
щй |     13 | 0.00197
щк |      2 | 0.00030
щл |      2 | 0.00030
щм |      1 | 0.00015
щн |      4 | 0.00061
що |      5 | 0.00076
щп |     16 | 0.00242
щр |     19 | 0.00288
щс |      1 | 0.00015
щт |      1 | 0.00015
щу |      2 | 0.00030
щф |      2 | 0.00030
щх |      8 | 0.00121
щц |      1 | 0.00015
щч |      1 | 0.00015
щщ |      2 | 0.00030
щь |     36 | 0.00545
щы |     13 | 0.00197
щэ |      3 | 0.00045
щя |      2 | 0.00030
ьа |      4 | 0.00061
ьб |      1 | 0.00015
ьв |     16 | 0.00242
ьг |     11 | 0.00167
ьд |      4 | 0.00061
ье |     29 | 0.00439
ьж |     40 | 0.00606
ьз |     11 | 0.00167
ьи |     12 | 0.00182
ьй |     15 | 0.00227
ьк |      2 | 0.00030
ьл |     19 | 0.00288
ьо |      8 | 0.00121
ьп |     21 | 0.00318
ьр |      5 | 0.00076
ьс |      6 | 0.00091
ьт |     11 | 0.00167
ьу |      3 | 0.00045
ьф |      8 | 0.00121
ьх |     36 | 0.00545
ьц |      8 | 0.00121
ьч |     12 | 0.00182
ьш |      7 | 0.00106
ьщ |     11 | 0.00167
ьь |     18 | 0.00273
ьы |     13 | 0.00197
ьэ |      2 | 0.00030
ью |      3 | 0.00045
ья |      5 | 0.00076
ыа |      4 | 0.00061
ыб |      9 | 0.00136
ыв |     18 | 0.00273
ыг |      6 | 0.00091
ыд |      4 | 0.00061
ые |     23 | 0.00348
ыж |     18 | 0.00273
ыз |     19 | 0.00288
ыи |      5 | 0.00076
ый |      9 | 0.00136
ык |     18 | 0.00273
ыл |      5 | 0.00076
ым |     11 | 0.00167
ын |      4 | 0.00061
ыо |      7 | 0.00106
ып |      4 | 0.00061
ыр |     12 | 0.00182
ыс |      9 | 0.00136
ыт |      8 | 0.00121
ыу |      4 | 0.00061
ыф |      8 | 0.00121
ых |     20 | 0.00303
ыц |     17 | 0.00258
ыч |     24 | 0.00364
ыш |     13 | 0.00197
ыщ |     16 | 0.00242
ыь |      8 | 0.00121
ыы |      8 | 0.00121
ыэ |      5 | 0.00076
ыю |     15 | 0.00227
ыя |      5 | 0.00076
эб |      4 | 0.00061
эг |     12 | 0.00182
эд |      5 | 0.00076
эе |     12 | 0.00182
эи |      6 | 0.00091
эй |     17 | 0.00258
эл |     13 | 0.00197
эн |      4 | 0.00061
эп |     14 | 0.00212
эр |      1 | 0.00015
эс |      1 | 0.00015
эт |      7 | 0.00106
эу |      1 | 0.00015
эф |      5 | 0.00076
эх |     23 | 0.00348
эц |      1 | 0.00015
эч |     14 | 0.00212
эш |      2 | 0.00030
эщ |      2 | 0.00030
эь |      3 | 0.00045
эы |      1 | 0.00015
ээ |      1 | 0.00015
эю |      2 | 0.00030
юа |      1 | 0.00015
юб |      4 | 0.00061
юв |     12 | 0.00182
юг |      1 | 0.00015
юд |      1 | 0.00015
юе |     15 | 0.00227
юж |      3 | 0.00045
юз |     11 | 0.00167
юи |     25 | 0.00379
юй |     10 | 0.00151
юк |      3 | 0.00045
юл |     17 | 0.00258
юм |      3 | 0.00045
юн |      2 | 0.00030
юо |      2 | 0.00030
юп |      4 | 0.00061
ют |      1 | 0.00015
юф |      2 | 0.00030
юх |      1 | 0.00015
юц |      2 | 0.00030
юш |      2 | 0.00030
юь |      1 | 0.00015
юы |      1 | 0.00015
юэ |      3 | 0.00045
юю |      1 | 0.00015
яа |      1 | 0.00015
яб |      3 | 0.00045
яв |      6 | 0.00091
яг |      5 | 0.00076
яд |      1 | 0.00015
яе |      5 | 0.00076
яж |     13 | 0.00197
яз |      1 | 0.00015
яи |      5 | 0.00076
яй |     31 | 0.00470
як |      5 | 0.00076
ял |      1 | 0.00015
ям |     13 | 0.00197
ян |      3 | 0.00045
яо |      7 | 0.00106
яп |      1 | 0.00015
яр |      4 | 0.00061
ят |      7 | 0.00106
яф |      6 | 0.00091
ях |     15 | 0.00227
яц |      6 | 0.00091
яч |     16 | 0.00242
яш |     23 | 0.00348
ящ |      7 | 0.00106
яь |      7 | 0.00106
яы |      3 | 0.00045
яэ |      5 | 0.00076
яю |      1 | 0.00015
яя |      3 | 0.00045
Top bigramms in text are: аж жх цп шы ки  
Rejected text candidate A: 66 B:554. Top chars are: тлгэоа.
Rejected text candidate A:858 B:403. Top chars are: тыуобш.
Rejected text candidate A:452 B:643. Top chars are: тншщоб.
Rejected text candidate A:418 B:914. Top chars are: томзуа.
Rejected text candidate A:831 B:703. Top chars are: тявбчщ.
Rejected text candidate A:232 B:418. Top chars are: тзмура.
Rejected text candidate A:624 B:120. Top chars are: талэго.
Rejected text candidate A:458 B:256. Top chars are: тцпаяз.
Rejected text candidate A:183 B:215. Top chars are: тсзлни.
Rejected text candidate A:457 B:801. Top chars are: тжынак.
Rejected text candidate A:467 B:156. Top chars are: тдфгун.
Rejected text candidate A:198 B:689. Top chars are: тьемня.
Rejected text candidate A:895 B:620. Top chars are: охтдбю.
Rejected text candidate A:792 B: 56. Top chars are: ицкохт.
Rejected text candidate A:386 B:296. Top chars are: эьжоиц.
Rejected text candidate A:352 B:567. Top chars are: лтаоый.
Rejected text candidate A:130 B:471. Top chars are: аурхшс.
Rejected text candidate A:362 B:883. Top chars are: днаекч.
Rejected text candidate A:754 B:585. Top chars are: баечьт.
Rejected text candidate A:588 B:721. Top chars are: вятшна.
Rejected text candidate A:778 B:959. Top chars are: ношфят.
Rejected text candidate A:274 B:793. Top chars are: хчивсы.
Rejected text candidate A:284 B:148. Top chars are: пэглтн.
Rejected text candidate A: 15 B:681. Top chars are: сжтлия.
Rejected text candidate A:103 B:300. Top chars are: оенаир.
Rejected text candidate A:169 B:848. Top chars are: шцвокн.
Rejected text candidate A:555 B:937. Top chars are: хфортк.
Rejected text candidate A:521 B:247. Top chars are: дусшой.
Rejected text candidate A:729 B:285. Top chars are: аджлия.

Decrypted text with A:599 B: 21. Top chars matching: онеита.

